;;;2000;;;;2001;;;;2002;;;;2003;;;;2004;;;;2005;;;;2006;;;;2007;;;;2008;;;;2009;;;;2010;;;;2011;;;;2012;;;;2013;;;;2014;;;;2015;;;;2016;;;;2017;;;;2018;;;;2019;;;;2020;;;;2021;;;;2022
;;;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал
Первичный рынок жилья;    Приволжский федеральный округ;;6 024.41;6 172.64;6 413.27;7 156.13;7 521.94;7 963.76;8 592.21;9 201.08;9 506.6;10 131.07;10 484.46;10 785.73;11 215.02;11 375.58;11 828.23;12 217.28;12 626.79;13 280.45;14 072.44;14 723.66;15 315.72;16 103.52;16 881.71;17 851.64;19 847.38;21 878.61;25 144.81;28 964.33;31 106.84;33 323.81;34 955.27;36 449.07;38 593.92;39 631.18;40 398.19;40 062.74;38 133.95;37 083.37;36 371.5;35 922.05;36 372.84;36 315.93;36 425.21;36 642.26;33 944.51;34 250.31;35 014.96;35 676.49;37 525.89;38 769.77;40 206.71;41 294.58;41 780.84;42 179.86;42 744.68;43 093.73;43 643.82;44 450.27;45 256.19;45 763.56;46 136.34;46 024.21;45 726.52;45 799.64;44 486.96;44 001.65;43 713.93;43 413.41;44 448.9;44 399.44;44 532.95;44 526.61;45 835.58;46 560.84;47 318.02;48 108.17;49 289.6;50 158.8;50 918.76;51 803.33;53 276.64;54 134.43;55 186.66;57 176.87;63 450.65;66 153.52;69 233.37;73 107.96;86 091.61
Первичный рынок жилья;        Республика Башкортостан;;7 048.26;7 179.79;7 627.59;9 029.82;9 820.83;10 179.6;11 234.58;11 599.2;12 100.71;12 551.01;12 685.27;12 865.3;12 662.03;12 826.52;12 967.92;13 110.78;13 668.73;14 742.34;15 722.8;16 734.28;18 432.3;19 793.7;20 791.36;22 505.24;24 253.17;28 649.77;33 910.99;35 928.97;35 369.74;38 336.12;39 078.65;39 880.28;39 801.69;40 053.03;40 297.26;39 572.88;37 381.32;35 823.18;35 956.85;35 505.13;36 619.81;36 622.24;36 721.95;36 810.54;35 539.02;35 880;36 735.12;38 237.5;39 241.87;40 076.92;41 302.74;42 352.19;46 396.06;47 054.48;48 180.39;49 557.63;50 448.76;51 388.47;52 445.02;52 818.15;52 664.36;51 654.99;51 052.15;51 587.24;51 492.9;51 198.91;51 310.07;51 473.66;51 535.3;51 008.47;51 871.57;52 247.68;54 585.62;56 159.03;57 041.97;57 899.14;58 932.07;60 596.23;61 543.68;63 271.68;64 037.39;65 063.53;65 629.6;68 670.54;71 783.18;73 749.69;77 464.11;83 073.87;91 297.5
Первичный рынок жилья;        Республика Марий Эл;;3 056.48;3 146.6;3 160.19;3 594.74;4 137.59;4 592.65;4 991.76;5 966.43;6 775.25;7 611.83;7 821.37;8 326.89;9 116.68;9 739.87;10 204.44;10 329.13;10 870.25;11 115.95;11 402.16;11 934.8;12 013.4;12 469.15;13 668.3;14 546.26;16 209.21;17 855.73;20 689.24;22 544.08;26 184.89;27 243.57;29 210.16;31 590.6;35 641.05;37 119.73;37 916.11;39 159.75;35 404.41;34 293.82;33 060.39;33 383.97;35 920.68;35 087.07;35 445.31;36 347.89;33 672.81;34 244.88;35 560.54;37 314.18;37 879.75;38 618.25;39 500.56;39 863.98;38 240.6;38 546.66;40 253.5;40 629.04;41 236.25;41 596.83;41 529.27;42 237.5;40 058.97;39 665.25;40 365.5;39 712.89;41 839.92;41 121.64;41 445.94;40 898.07;39 811.37;38 223.71;37 986.01;36 711.22;35 318.54;35 476.04;34 750.69;36 029.66;38 117.04;38 029.35;38 177.58;38 222.95;41 121.17;41 226.36;42 062.58;45 251.03;46 414.87;48 761.85;51 787.51;53 156.89;54 954.69
Первичный рынок жилья;        Республика Мордовия;;3 909.45;3 967.59;3 998.17;4 237.31;4 527.21;4 844.77;5 726.97;6 292.9;6 760.5;6 969.45;7 124.75;8 681.68;9 406.15;10 002.2;10 414.66;10 841.34;11 012.88;11 888.4;12 786.98;13 361.53;13 739.01;14 395.79;14 892.05;15 143.09;16 075.12;17 290.39;18 159.35;18 660.51;20 636;22 186.9;23 087.61;23 897.99;36 236.89;37 420.19;39 700.95;39 726.97;36 317.47;35 731.33;33 501.54;33 445.67;33 049.1;32 547.98;32 691.32;31 680.68;34 475.42;34 342.44;34 175.48;35 020.16;35 291.81;38 391.47;41 099.53;45 715.89;43 168.61;43 708.55;43 437.91;43 990.44;44 976.47;46 270.94;47 314.86;48 044.12;48 101.55;47 122.96;48 243.54;44 901.8;44 304.87;41 659.11;42 227.84;42 342.17;41 503.12;41 558.82;41 857.24;41 262.42;41 589.42;41 442.48;41 498.04;42 351.59;41 299.22;41 609.5;41 573.3;41 863.64;42 478.81;42 546.98;42 495.44;44 910.47;45 312.15;46 027.67;46 842.16;48 014.5;61 051.61
Первичный рынок жилья;        Республика Татарстан (Татарстан);;5 807.98;5 926.95;5 960.4;6 472.73;6 707.63;7 173.47;7 562.6;7 983.45;8 288.95;8 580.91;8 914.28;9 172.63;9 704.3;9 940.64;10 320.11;10 650.53;10 678.65;11 421.31;12 187.8;12 739.45;13 106.17;13 968.99;14 933.76;15 318.95;16 812.17;17 772.06;22 104.94;27 889.77;29 083.3;29 393.62;31 058.72;32 764.56;34 011.62;34 382.42;34 559.31;34 628.28;33 296.22;32 457.53;31 435.8;30 891.91;32 440.02;32 637.61;33 392.03;34 315.02;33 753.61;33 497.8;34 652.16;35 750.1;40 574.32;44 335.65;45 218.26;45 441.7;42 515.54;43 580.62;44 347.79;45 223.24;46 512.96;46 664.73;48 984.25;49 477.8;52 465.1;53 537.25;54 453.2;54 874.25;51 338.42;52 056.85;52 114;52 815.84;56 343.27;56 319.94;56 373.09;55 906.09;55 995.18;57 861.24;59 225.73;59 833.82;64 170.01;65 474.85;67 004.1;68 329.8;69 929.23;70 908.67;72 851.74;75 879.85;88 227.36;94 145.58;99 801.85;106 859.49;114 525.95
Первичный рынок жилья;        Удмуртская Республика;;3 787.59;3 785;3 991.98;5 350.73;6 227.38;6 455.51;7 080.7;7 618.63;8 599.93;8 929.03;10 383.54;10 556.05;10 974.78;11 167.68;11 332.29;12 605.29;15 703.14;16 329.75;16 625.41;17 168.85;17 375;17 460.72;18 443.82;21 722.03;21 135.86;23 220.87;27 655.2;32 053.75;36 430.45;37 852.35;37 777.1;38 926.42;40 071.42;38 799.08;38 948.44;38 905.12;37 959.26;38 086.81;36 656.82;36 884.58;33 002.46;32 903.51;32 751.72;33 094.25;33 779.32;34 311.07;34 613.8;35 603.4;37 395.89;37 858.54;38 708.65;38 797.13;40 290.19;40 356.27;41 075.35;41 271.75;43 176.17;43 976.62;44 287.68;45 113.27;47 363.4;46 607.38;45 402.02;45 536.41;44 010.25;44 030.43;44 093.9;44 218.01;44 614.92;44 313.06;44 348.15;44 835.77;45 802.87;46 701.85;47 727.84;48 240.18;48 834.35;50 589.71;52 166.42;52 403.16;54 110.97;55 308.17;55 653.77;56 560.16;61 211.32;62 669.87;64 317.65;66 311.76;71 387.12
Первичный рынок жилья;        Чувашская Республика - Чувашия;;4 638.45;4 746.69;4 889.43;5 172.55;6 755.35;7 270.56;7 651.24;8 389.68;8 075.34;8 760.34;9 003.92;9 273.72;9 486.17;9 729.16;10 134.73;10 445.94;11 373.8;11 935.74;12 486.86;13 643;14 620.25;15 245.75;15 844.12;16 246.07;17 158.74;18 378.45;19 343.49;22 254.79;27 640.73;30 568.33;32 514.01;33 036.68;35 205.04;35 293.34;35 075.43;33 522.2;30 930.14;30 228.18;30 004.05;29 488.46;28 935.3;28 749.25;29 129.67;29 438.17;30 998.95;32 650.55;33 696;34 740.47;35 953.99;37 120.14;38 871.69;39 587.65;41 088.39;40 271.94;39 471.93;40 713;41 633.06;42 656.43;42 809.32;42 594.42;44 319.91;44 063.35;43 154.98;42 939.75;39 566.12;38 778.56;38 320.82;38 020.71;40 008.7;39 979.99;39 758.51;39 743.52;41 216.25;41 653.52;42 582.21;43 420.61;43 169.94;43 740.86;43 819.73;45 726.2;47 026.78;48 189.87;48 480.51;51 423.8;54 629.63;57 863.14;59 699.56;62 903.81;70 098.78
Первичный рынок жилья;        Пермский край;;5 865.2;6 308.29;7 317.84;9 441.06;10 276.66;10 597.65;11 127.74;11 654.39;12 049.95;12 122.34;12 321.05;12 375.84;12 133.64;12 123.82;12 218.46;12 449.45;12 704.79;13 566.7;14 459.23;15 189.68;16 660.45;17 904.15;18 631.29;19 408.03;23 448.73;24 957.51;26 705.07;29 236.16;39 261.76;40 625.68;46 721.43;49 857.08;51 764.28;52 109.72;52 805.83;50 854.71;45 465.9;43 048.06;41 520.48;41 577.32;40 048.14;39 286.1;40 564.57;40 311.85;43 175.82;43 463.15;43 512.9;44 834.14;41 642.68;43 484.72;46 083.47;46 707.78;48 280.15;49 016.47;49 038.79;49 027.43;49 953.05;51 164.3;51 356.31;51 728.85;54 591.01;54 599.28;53 002.91;53 071.82;50 802.54;48 437.43;48 643.91;46 724.11;47 492.23;49 596.71;48 694.29;49 920.16;46 011.64;45 961.03;46 621.15;48 095.69;49 813.78;49 243.7;49 140.44;51 282.72;51 287.22;51 419.04;52 220.37;53 574.11;66 600.91;69 184.41;71 569.51;73 896.54;86 605.03
Первичный рынок жилья;        Кировская область;;4 215.98;4 511.41;4 936.24;5 687.09;6 371.29;6 879.78;7 942.61;9 070.01;10 072.7;10 349.1;10 874.7;11 062.25;11 191.08;11 563.73;11 811.87;12 051.58;12 815.57;13 118.17;13 795.55;14 139.26;15 453.37;16 136.51;17 053.85;19 210.41;21 086.98;22 774.8;24 993.58;27 393.15;32 389.09;34 486.68;35 785.39;36 032.43;36 834.43;37 313.55;38 372.94;37 230.14;34 121.55;32 876.27;32 117.65;31 985.91;31 890.1;31 589.36;31 304.29;31 386.13;29 934.98;29 949.63;31 816.66;31 741.47;34 720.16;36 018.83;37 236.37;40 171.12;39 904.06;40 655.47;41 028.75;41 450.21;40 530.11;41 285.79;41 628.11;42 079.49;43 590.09;42 493.53;41 601.12;41 714.58;41 266.17;41 081.48;40 519.14;40 242.22;37 827.27;38 044.16;38 210.78;37 999.15;40 271.15;41 558.85;42 398.5;42 690.91;44 131.91;44 373.99;44 775.01;44 472.98;45 258.1;46 848.5;47 995.23;49 815.72;52 908.59;55 544.2;59 132.46;62 843.68;72 095.02
Первичный рынок жилья;        Нижегородская область;;9 556.06;9 579.2;9 270.64;9 928.02;9 799.9;10 314.63;10 540.09;11 756.18;11 885.87;12 630.24;12 967.18;13 556.19;14 769.56;15 179.12;15 808.95;16 535.57;17 612.38;18 785.88;20 975.77;22 044.89;22 043.67;22 056.79;22 824.63;24 180.52;24 375.11;25 218.27;31 229.9;47 080.73;51 066.69;55 517.22;53 924.87;56 212.84;55 636.36;58 909.01;61 524.64;62 422.02;55 418.17;53 919.83;51 592.45;50 698.25;47 817.15;47 608.1;46 776.6;47 062.29;45 053.84;44 981.74;45 287.12;45 972.23;46 218.28;47 437.46;48 813.98;50 535.33;52 734.13;53 227.43;55 058.22;53 229.97;54 027.89;56 924;58 284.14;60 234.18;62 062.86;62 806;63 318.84;63 559.19;61 264.18;60 747.14;60 192.18;60 522.01;61 469.94;61 746.98;60 568.4;59 711.22;58 372.62;58 408.36;59 019.55;58 951.04;60 002.04;61 122.01;62 177.49;63 771.74;67 050.67;68 207.44;71 476.1;75 229.74;84 001.34;87 070.48;90 663.67;94 157.47;104 350.13
Первичный рынок жилья;        Оренбургская область;;5 000;5 000;5 500;6 500;6 500;7 200;8 100;9 500;10 500;12 500;12 500;12 000;11 397.2;11 538.73;11 538.73;11 618.16;11 384.59;11 540.59;12 008.59;12 164.59;12 709.22;14 007.72;14 448.72;15 115.88;16 933.33;17 213.83;20 050.5;21 169;23 181.96;25 981.03;26 425.3;27 995.65;32 569.46;34 632.92;35 866.78;35 850.02;35 441.53;34 670.01;34 319.91;33 146.82;34 947.75;34 784.63;34 789.63;34 883.16;33 705.9;33 967.6;34 051.69;34 062.27;33 457.23;33 796.85;34 607.65;37 693.98;38 774.48;38 778.82;38 935.25;38 823.12;39 843.45;39 892.84;40 173.51;40 194.67;40 137.73;39 935.74;39 982.15;39 443.69;38 009.32;38 089.41;37 415.56;37 528.58;37 871.2;37 757.94;37 757.46;37 787.29;38 417.72;38 514.36;38 653.88;39 138.02;38 286.31;38 563.39;38 903.89;39 363.65;40 099.4;40 738.65;40 867.77;41 038.71;42 215.05;42 215.05;45 084.52;45 137.21;56 502.29
Первичный рынок жилья;        Пензенская область;;3 527.8;3 572.48;3 683.15;3 857.36;4 400.32;4 618.05;4 941.97;5 307.25;6 982.34;7 793.18;8 746.14;9 788.99;10 050.94;10 839.27;11 249.27;11 556.65;12 228.89;13 064.43;13 775.16;14 080.85;14 123.61;14 197.26;14 554.68;14 643.41;14 832.21;15 254.01;16 245.39;17 888.83;22 108.86;27 829.87;29 499.58;31 904.63;33 386.74;34 513.69;35 837.42;35 286.04;33 829.01;32 652.37;31 948.86;31 232.45;29 710.23;29 625.25;29 855.76;30 357.01;30 669.9;31 110.39;31 175.61;31 427.88;32 285.24;33 849.68;36 937.74;37 625.3;38 174.73;38 046.04;38 676.92;38 594.69;39 924.58;40 830.98;41 559.12;41 689.89;43 286.46;43 638.94;43 461.25;43 689.06;42 866.36;41 909.58;40 292.18;37 991.98;37 721.58;38 466.21;39 420.75;39 251.39;38 332.09;38 730.71;40 331.37;41 961.36;44 331.04;45 529.71;46 140.36;45 923.22;49 802.94;50 892.67;53 183.23;55 475.88;56 272.63;58 172.75;59 395.62;59 741.86;75 431
Первичный рынок жилья;        Самарская область;;7 298.73;7 526.62;7 884.01;8 155.78;8 544.38;9 356.96;9 878.15;9 976.31;9 584.69;10 959.81;11 288.88;11 701.75;13 768.35;12 963.68;14 654.36;14 923.59;13 439.56;13 566.9;13 977.7;14 120.37;13 731.67;14 374.59;15 071.33;15 744.04;18 341.59;20 397.47;21 774.22;23 300.02;29 194.3;32 240.85;34 192.33;35 468.28;41 466.53;43 830.6;45 313.91;45 129.9;44 358.7;44 002.16;43 782.44;43 462.85;43 652.51;43 428.93;43 381.67;43 219.6;35 481.27;35 787.88;36 265.85;36 405.11;37 029.77;37 318.71;37 569.84;38 792.65;41 506.09;42 094.25;43 345.86;42 784.08;38 768.28;39 239.45;39 437.75;40 411.21;43 217.63;43 677.18;43 898.48;43 435.05;43 256.29;42 915.07;41 527.99;41 748.24;44 033.82;44 080.63;44 456.84;44 274.42;43 416.57;43 435.61;44 073.08;45 748.89;45 603.5;46 076.7;46 444.63;46 497.95;46 592.31;46 913.1;47 197.92;47 860.77;57 515.05;58 276.47;60 792.6;64 831.92;85 960.41
Первичный рынок жилья;        Саратовская область;;4 941.67;5 034.21;5 146.45;5 600.56;5 680.78;5 822.33;6 844.36;7 720.13;7 491.75;7 700.46;8 241.27;8 630.43;8 793.11;9 147.38;9 758.77;10 576.36;12 181.1;12 514.65;13 492.53;14 271.88;14 300.18;14 788.18;15 233.74;15 920.55;17 582.96;20 395.13;21 799.35;21 943.86;19 544.94;20 687.41;23 501.96;24 534.46;26 865.11;28 616.18;28 996.42;28 577.29;29 964.08;29 525.38;29 565.58;29 691.83;30 046.37;30 456.49;31 104.62;31 679.15;32 764.64;32 752.42;33 338.71;34 206.29;36 205;36 553.68;36 817.82;36 909.36;40 321.28;40 753.99;41 111.49;41 368.82;40 254.51;40 710.14;41 723.01;42 263.11;42 276.08;41 782.56;41 647.32;41 303.42;40 598.83;40 297.88;40 244.95;40 093.37;40 591.83;40 096.27;40 495.41;40 745.05;37 153.23;37 042.29;37 006.95;37 946.23;38 816.62;39 245.29;40 259.25;41 242.18;41 113.59;42 005.07;43 485.69;43 553.76;44 299.58;46 540.2;47 877.99;51 883.42;63 551.17
Первичный рынок жилья;        Ульяновская область;;3 735.63;3 868.38;3 969.81;4 185.27;4 329.71;4 424.05;4 821.48;5 636.69;6 109.6;7 238.31;7 985.7;8 214.15;8 394.39;8 599.11;8 694.45;9 829.18;10 295.81;10 586.58;10 879.18;11 329.46;11 940;12 205.81;12 524.95;13 025.13;15 281.74;15 656.38;17 696.85;20 162.34;23 055.54;23 820.89;28 710.79;31 355.42;34 101.68;35 002.21;35 573.76;36 743.84;35 610.25;34 156.09;33 995.1;32 692.02;32 583.59;33 182.32;32 795.85;33 329.55;32 031.91;32 118.04;32 817.68;33 030.42;32 645.1;32 894.49;33 813.2;35 212.68;34 928.95;35 368.62;35 737.82;36 148.39;37 206.38;37 604.01;37 875.38;37 998.4;38 180.84;38 620.26;38 714.5;38 839.33;38 981.1;38 315.34;38 201.35;38 169.87;39 004.93;38 019.15;37 881.69;37 838.98;38 379.01;38 852.06;39 187.45;39 288.04;41 297.62;41 939.43;42 725.19;42 997.62;45 737.87;46 187.92;47 823.32;49 755.33;54 443.36;56 915.46;59 172.47;62 682.57;69 344.55
Первичный рынок жилья;    Уральский федеральный округ;;5 364.94;5 543.78;5 621.15;6 230.11;7 140.18;8 096.93;9 241.7;9 736.08;10 585.5;11 684.72;12 308.46;12 200.57;13 845.32;13 942.08;14 044.7;14 340.31;15 814.33;16 077.04;16 653.02;17 424.87;18 315.66;19 486.23;21 710.62;23 410.13;24 852.14;26 373.77;29 505.02;35 385.29;41 015.8;42 084.17;42 565.64;43 691.21;39 798.37;41 392.66;42 345.19;41 981.7;40 736.99;39 799.95;39 235.82;39 027.56;43 114.42;42 692.09;43 181.05;43 556.17;39 377.04;39 717.67;40 695.84;41 509.18;44 138.06;45 622.62;46 282.99;46 685.49;49 722.26;49 811.78;49 639.98;50 091.4;52 373.63;53 392.75;54 267.75;54 540.63;54 710.96;54 541.59;53 130.94;51 821.03;50 000.17;49 870.17;49 082.54;48 868.39;49 478.64;48 949.68;49 478.8;50 283.73;50 165.68;51 258.32;52 270.35;53 285.53;55 576;55 769.12;57 149.89;57 591.88;62 088.57;62 695.52;65 291;67 959.48;69 847.28;73 011.9;77 182.4;79 803.83;86 301.33
Первичный рынок жилья;        Курганская область;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32 660.52;31 950.9;30 630.84;30 471.79;29 435.79;29 126.87;29 057.79;29 167.01;31 137.49;31 942.53;33 435.68;33 596.88;34 175.59;34 960.58;35 589.86;37 511.73;38 333.58;38 688.65;39 183.92;39 377.48;38 105.99;39 268.85;39 191.9;38 772.77;38 190.63;38 069.97;37 688.9;37 033.64;38 949.99;38 748.09;39 349.96;38 450.32;35 901.25;36 023.82;35 262.61;35 158.28;38 731.72;38 777.12;40 486.7;38 685.49;44 594.59;45 265.62;45 119.79;44 715.53;44 682.34;44 160.97;43 238.84;44 791.15;44 537.48;44 352.36;45 849.6;46 864.29;55 563.86
Первичный рынок жилья;        Свердловская область;;5 927.13;6 287.05;6 287.05;7 577.19;9 245.2;9 434.57;11 712.34;13 112;11 226.35;12 504.58;14 309.18;14 857.07;15 753.5;15 853.5;15 853.5;16 003.5;17 558.03;17 894.46;18 765.02;20 548.65;21 459.54;22 873.16;23 216.58;25 014.03;27 829.36;28 886.82;31 630.75;39 348.95;50 679.04;51 453.24;52 440.28;54 260.78;40 809.84;41 486.4;42 871.59;42 417.87;41 785.59;41 473;42 283.24;42 454.57;49 716.38;49 607.68;50 582.97;51 340.62;40 624;41 274.73;41 239.8;42 010.92;54 510.64;57 015.89;56 783.73;57 219.93;56 719.56;56 546.89;55 942.93;56 316.44;57 798.13;59 320.29;59 725.51;59 988.8;61 034.9;61 174.26;59 775.41;58 216.29;58 368.55;58 359.09;57 496.13;57 225.44;58 540.65;58 551.35;59 048.25;58 831.77;59 330.92;60 157.1;59 913.03;60 563.7;63 200.01;63 143.93;65 299.73;65 487.56;70 985.58;71 591.03;74 368.4;77 958.2;80 549.11;83 504.26;90 175.68;94 502.17;99 843.69
Первичный рынок жилья;        Тюменская область;;4 866.4;4 853.4;4 879.35;5 262.05;5 329.9;6 849.15;7 578.4;7 585.16;9 143.22;10 611.35;10 516.7;9 388.66;15 186.7;15 200.15;15 261.88;15 264.34;15 971.89;16 217.16;16 514.04;16 687.35;17 242.09;18 613.85;21 450.59;22 799.57;23 610.05;25 259.16;30 280.37;37 862.75;41 593.76;42 767.8;42 741.48;43 171.41;43 314.76;44 764.54;45 330.46;44 756.78;44 821.38;44 302.11;43 440.78;43 706.04;44 250.06;44 077.87;44 247.14;44 306.06;43 267.96;43 686.43;44 370.44;45 111.3;43 931.55;45 647.1;46 769.29;47 867.49;48 731.25;48 930.58;49 098.56;49 666.52;53 098.07;55 035.61;56 633.51;56 561.59;56 519;56 285.61;54 540.63;53 085.34;51 734.73;51 459.03;50 657;50 570.44;48 737.75;47 657.33;48 523.69;50 172.54;48 706.26;49 690.03;50 989.05;52 727.88;53 231.26;53 686.21;54 446.03;55 503.56;57 858.83;58 447.1;61 955.96;63 563.6;70 978.27;74 795.32;77 230.23;78 664.94;88 307.78
Первичный рынок жилья;            Ханты-Мансийский автономный округ - Югра (Тюменская область);;7 500;7 550;7 500;7 500;11 950;13 750;15 000;14 750;17 128.76;17 489.56;18 669.05;18 669.05;18 903.12;18 876.25;18 949.57;18 966.6;18 980.72;19 203.25;19 249.85;19 312.39;20 869.35;21 339.33;21 857.73;23 081.61;22 908.58;23 224.27;28 165.42;35 238.34;42 403.57;42 977.79;43 135.12;43 855.89;46 007.36;46 393.37;46 489.6;46 517.83;49 525.66;49 188.31;48 518.7;48 762.07;49 626.68;49 938.75;50 094.19;50 073.45;46 845.72;46 788.48;46 126.12;46 834.83;52 038.99;53 296.34;54 371.86;55 534.1;50 302.06;51 112.33;51 739.58;53 830.04;55 022.7;59 226.89;62 185.1;61 121.67;58 993.43;55 149.56;53 003.16;55 309.12;52 622.64;51 148.89;51 349.67;53 651.61;51 650.4;49 391.92;49 885.95;53 637.56;50 548.63;49 732.39;50 670.71;51 197.37;55 596.67;52 800.31;52 271.48;54 233.23;54 537.98;59 245.66;58 912.84;59 212.57;67 215.33;73 008.78;74 004.97;75 378.51;82 136.42
Первичный рынок жилья;            Ямало-Ненецкий автономный округ (Тюменская область);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40 519.79;40 585.73;41 386.53;43 897.52;43 574.3;45 380.11;50 254.37;50 482.25;48 433.12;48 730.75;48 629.95;49 699.7;53 396.61;53 054.18;53 040.21;53 294.15;64 417.06;64 417.06;64 680.7;64 729.82;59 408.87;59 408.87;59 963.64;60 201.66;61 465.63;61 592.09;61 798.13;62 289.12;73 806.56;75 144;75 261.11;75 996.29;67 584.99;68 164.38;68 260.96;68 345.83;64 918.64;64 918.64;64 918.64;64 918.64;65 679.35;64 429.24;63 660.32;67 251.16;65 315.5;65 315.5;64 884.89;65 482.42;67 887.49;67 887.49;68 547.03;68 822.87;69 908.47;69 908.47;69 908.47;69 908.47;111 125.05;105 493.39;105 493.39;111 139.46;105 224.37
Первичный рынок жилья;            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46 555.84;46 624.84;46 675.35;46 905.95;50 796.44;51 397.64;52 255.18;52 737.88;56 131.78;56 236.41;54 505.58;52 666.2;51 015.33;50 938.64;49 925.92;49 415.41;48 305.29;47 378.17;48 298.08;49 668.02;48 135.69;49 451.96;50 840.22;52 810.03;52 706;53 759.54;54 756.1;55 652.86;58 061.11;57 962.79;62 235.06;64 115.13;70 830.31;74 375.07;77 288.3;78 613.56;89 499.6
Первичный рынок жилья;        Челябинская область;;4 222.13;4 411.66;4 637.5;5 073.7;5 097.36;5 552.22;6 159.37;6 874.68;8 473.76;9 300.57;9 513.42;10 124.87;10 270.67;10 477.23;10 729.8;11 556.45;13 768.46;13 987.95;14 767.61;15 592.05;17 066.32;17 629.71;20 655.39;22 885.7;23 014.65;24 899.08;26 276.05;28 174.65;30 166.05;31 393.94;32 053.17;33 419.83;34 704.53;37 376.9;38 350.23;38 320.71;36 579.19;34 630.39;33 327.18;32 279.71;31 004.54;30 165.74;30 565.26;31 374.57;28 508.45;28 923.22;31 025.23;32 332.21;35 186.31;35 096.29;35 765.17;33 957.09;39 183.61;39 498.76;39 114.31;39 493.1;39 349.35;37 636.11;39 155.85;40 099.67;39 416.1;38 770.71;38 055.95;37 541.88;36 310.59;36 405.86;35 641.44;35 226.8;34 837.39;34 848.31;34 524.8;34 881.66;34 450.86;36 542.13;39 451.08;39 015.09;40 768.25;41 080.81;41 713.9;41 633.1;41 909.31;42 614.34;42 477.62;44 554.87;49 085.53;51 291.36;55 668.14;58 412.84;64 947.35
Первичный рынок жилья;    Сибирский федеральный округ;;4 740.82;4 835.28;5 008.42;5 482.42;6 316.1;6 919.76;8 164.62;8 928;10 365.09;10 777.99;11 024.7;11 364.75;12 667.84;12 839.39;13 127.53;13 418.74;13 843.64;14 497.33;15 528.96;16 578.79;17 965.38;19 339.2;20 077.72;21 209.82;21 771.67;22 842.94;24 363.23;25 952.33;30 021.81;32 153.11;34 358.7;36 634.23;38 884.69;40 006.35;40 227.45;38 781.03;38 134.21;36 736.31;35 364.04;35 004.87;35 019.61;35 178.45;35 944.25;35 790.06;37 095.57;37 847.97;38 890.83;39 734.92;39 917.8;41 058.4;42 245.66;42 963.53;42 898.06;43 723.8;44 269.99;44 688.64;46 092.58;46 429.71;46 718.3;47 450.08;49 046.22;48 917.47;47 689.7;47 017.55;45 963.92;45 426.54;45 335.44;45 205.54;44 488.82;44 700.84;45 076.23;45 239.64;46 257.76;46 485.03;47 608.52;48 431.4;;;;;;;;;;;;;
Первичный рынок жилья;    Сибирский федеральный округ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 562.47;50 646.01;51 936.64;53 089.53;53 963.22;55 380.94;56 730.33;58 868.67;63 299.4;66 779.52;70 411.54;72 718.09;86 639.34
Первичный рынок жилья;        Республика Алтай;;5 028.4;5 142.8;5 342.8;5 342.8;5 342.8;5 342.8;6 285.6;6 457.2;7 000;7 286;9 428;9 428;10 000;10 286;10 286;10 286;14 725.99;14 724.52;17 908.2;17 909.99;18 000;20 000;23 282;23 282;24 500;24 500;24 500;26 500;26 500;28 877.05;28 877.05;28 877.05;37 494.44;37 932.77;38 863.11;39 052.94;40 463.25;39 142.06;37 368.94;36 082.55;35 155.26;34 581.84;34 703.11;34 757.77;33 074.96;32 997.43;32 855.06;33 156.83;36 111.19;36 489.93;35 150.32;35 341.47;35 739.4;35 063.31;34 643.71;36 218.89;36 333.24;37 679.1;37 657.98;37 657.98;40 796.98;40 796.98;38 925.65;39 707.87;37 207.38;37 151.55;37 250.06;37 250.06;38 431.31;38 431.31;38 035.87;37 762.43;35 950.89;35 950.89;36 223.84;36 766.18;44 208.93;44 226.77;44 997.64;44 982.49;47 747.93;48 119.4;48 119.4;48 628.15;;;;55 000;106 981.64
